user_id,waitlist_signup_date,acquisition_channel,device,region,age_group,onboarding_completed,onboarding_date,first_opinion_posted,first_post_date,active_week_1,user_segment,engagement_propensity
U101173,2025-09-13,organic,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.254
U101174,2025-10-13,influencer,Android,Tier 1,45+,False,,False,,False,Dropped (no onboarding),0.166
U101175,2025-10-26,influencer,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.217
U101176,2025-10-08,influencer,Android,Metro,18-24,True,2025-10-15,True,2025-10-20,True,Voter,0.551
U101177,2025-11-07,social_ads,iOS,Tier 3,18-24,True,2025-11-08,True,2025-11-13,False,Voter,0.4
U101178,2025-10-14,influencer,Android,Tier 1,35-44,False,,False,,False,Dropped (no onboarding),0.17
U101179,2025-11-01,social_ads,Android,Metro,18-24,True,2025-11-04,False,,True,Browser,0.386
U101180,2025-09-16,app_store,Android,Tier 2,18-24,True,2025-09-25,False,,False,Browser,0.426
U101181,2025-09-26,social_ads,Android,Metro,25-34,True,2025-09-27,True,2025-10-02,True,Voter,0.237
U101182,2025-10-14,influencer,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.303
U101183,2025-09-19,app_store,iOS,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.207
U101184,2025-10-08,app_store,Android,Metro,25-34,True,2025-10-10,False,,False,Browser,0.443
U101185,2025-09-12,app_store,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.143
U101186,2025-10-23,referral,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.697
U101187,2025-09-09,referral,Web,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.17
U101188,2025-10-19,organic,Android,Tier 3,45+,False,,False,,False,Dropped (no onboarding),0.242
U101189,2025-09-13,organic,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.38
U101190,2025-09-23,social_ads,Android,Metro,25-34,True,2025-10-01,True,2025-10-01,True,Voter,0.226
U101191,2025-10-15,app_store,Android,Metro,25-34,True,2025-10-16,True,2025-10-16,False,Voter,0.198
U101192,2025-11-12,referral,Android,Tier 1,35-44,True,2025-11-21,True,2025-11-22,True,Voter,0.609
U101193,2025-10-08,influencer,Web,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.113
U101194,2025-09-19,organic,Android,Metro,18-24,True,2025-09-25,True,2025-09-25,True,Voter,0.362
U101195,2025-10-26,social_ads,Android,Metro,25-34,True,2025-10-27,True,2025-11-01,False,Voter,0.312
U101196,2025-10-20,social_ads,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.362
U101197,2025-09-15,referral,Android,Tier 1,25-34,True,2025-09-22,False,,False,Browser,0.454
U101198,2025-09-26,organic,Web,Tier 2,18-24,True,2025-09-27,False,,False,Browser,0.123
U101199,2025-10-09,social_ads,iOS,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.216
U101200,2025-10-24,app_store,Web,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.313
U101201,2025-09-10,social_ads,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.301
U101202,2025-11-04,organic,iOS,Tier 1,25-34,True,2025-11-09,True,2025-11-15,True,Creator,0.686
U101203,2025-09-12,referral,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.5
U101204,2025-10-31,app_store,Android,Metro,45+,True,2025-11-10,False,,False,Browser,0.348
U101205,2025-10-28,referral,iOS,Metro,25-34,True,2025-11-03,False,,False,Browser,0.519
U101206,2025-11-03,social_ads,iOS,Metro,18-24,True,2025-11-06,True,2025-11-06,True,Creator,0.744
U101207,2025-09-07,app_store,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.351
U101208,2025-10-05,organic,Android,Tier 2,35-44,True,2025-10-13,False,,False,Browser,0.184
U101209,2025-09-10,influencer,iOS,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.762
U101210,2025-10-26,social_ads,Android,Tier 1,18-24,True,2025-11-08,False,,False,Browser,0.229
U101211,2025-09-20,social_ads,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.035
U101212,2025-10-14,organic,Android,Metro,25-34,True,2025-10-28,True,2025-10-31,False,Voter,0.62
U101213,2025-11-06,social_ads,Android,Metro,18-24,True,2025-11-08,True,2025-11-12,False,Creator,0.877
U101214,2025-09-15,referral,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.349
U101215,2025-10-12,social_ads,iOS,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.326
U101216,2025-10-27,app_store,iOS,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.434
U101217,2025-10-10,referral,Android,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.582
U101218,2025-09-27,app_store,Android,Tier 2,18-24,True,2025-10-06,True,2025-10-09,False,Voter,0.495
U101219,2025-09-06,app_store,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.229
U101220,2025-09-28,app_store,Android,Tier 2,18-24,True,2025-09-28,True,2025-10-03,True,Creator,0.713
U101221,2025-09-06,organic,Android,Tier 1,45+,False,,False,,False,Dropped (no onboarding),0.3
U101222,2025-10-21,app_store,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.063
U101223,2025-11-08,social_ads,iOS,Metro,18-24,True,2025-11-22,True,2025-11-28,True,Creator,0.719
U101224,2025-10-02,organic,Android,Tier 3,35-44,True,2025-10-16,True,2025-10-20,False,Voter,0.236
U101225,2025-10-18,referral,iOS,Tier 2,45+,False,,False,,False,Dropped (no onboarding),0.455
U101226,2025-09-18,social_ads,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.729
U101227,2025-09-22,app_store,iOS,Tier 1,18-24,True,2025-09-25,True,2025-10-01,True,Voter,0.238
U101228,2025-09-22,influencer,Android,Tier 2,25-34,True,2025-10-03,True,2025-10-03,False,Creator,0.676
U101229,2025-09-30,social_ads,iOS,Tier 3,25-34,True,2025-10-04,True,2025-10-05,True,Voter,0.477
U101230,2025-09-21,referral,Android,Tier 1,35-44,True,2025-09-26,True,2025-10-01,True,Voter,0.509
U101231,2025-09-30,social_ads,Android,Tier 1,18-24,True,2025-10-14,True,2025-10-17,True,Voter,0.195
U101232,2025-10-03,influencer,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.376
U101233,2025-09-26,referral,iOS,Tier 1,18-24,True,2025-10-10,True,2025-10-15,True,Voter,0.391
U101234,2025-10-17,social_ads,Web,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.299
U101235,2025-09-21,social_ads,iOS,Metro,18-24,True,2025-09-27,False,,False,Browser,0.297
U101236,2025-10-23,referral,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.462
U101237,2025-09-13,social_ads,Android,Tier 1,25-34,True,2025-09-25,False,,False,Browser,0.212
U101238,2025-10-21,social_ads,iOS,Tier 2,35-44,True,2025-11-03,False,,False,Browser,0.244
U101239,2025-10-12,social_ads,iOS,Tier 1,45+,True,2025-10-25,False,,False,Browser,0.454
U101240,2025-09-21,referral,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.499
U101241,2025-09-14,referral,Android,Tier 1,18-24,True,2025-09-27,True,2025-10-02,True,Creator,0.727
U101242,2025-09-11,app_store,Android,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.064
U101243,2025-10-07,social_ads,Android,Tier 1,18-24,True,2025-10-17,False,,False,Browser,0.435
U101244,2025-10-07,referral,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.423
U101245,2025-09-19,influencer,iOS,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.518
U101246,2025-09-03,referral,iOS,Metro,25-34,True,2025-09-08,True,2025-09-13,False,Voter,0.105
U101247,2025-11-03,influencer,Android,Tier 3,18-24,True,2025-11-10,False,,True,Browser,0.778
U101248,2025-10-11,app_store,Web,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.336
U101249,2025-10-27,referral,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.461
U101250,2025-11-13,app_store,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.117
U101251,2025-10-01,app_store,Web,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.254
U101252,2025-10-25,influencer,Web,Tier 2,25-34,True,2025-11-03,False,,False,Browser,0.236
U101253,2025-09-30,social_ads,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.563
U101254,2025-10-01,referral,Web,Tier 2,35-44,True,2025-10-12,True,2025-10-19,False,Creator,0.692
U101255,2025-11-13,referral,Android,Metro,18-24,True,2025-11-20,True,2025-11-27,True,Voter,0.284
U101256,2025-10-01,influencer,Android,Metro,25-34,True,2025-10-09,False,,True,Browser,0.351
U101257,2025-10-19,influencer,Android,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.378
U101258,2025-10-02,organic,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.349
U101259,2025-09-17,social_ads,Web,Tier 2,35-44,True,2025-09-29,False,,False,Browser,0.201
U101260,2025-11-05,organic,Android,Tier 1,18-24,True,2025-11-11,False,,True,Browser,0.144
U101261,2025-11-06,organic,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.622
U101262,2025-10-01,social_ads,Android,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.226
U101263,2025-10-01,social_ads,iOS,Metro,35-44,True,2025-10-05,True,2025-10-07,True,Voter,0.557
U101264,2025-10-24,influencer,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.191
U101265,2025-10-27,referral,iOS,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.263
U101266,2025-10-03,organic,iOS,Tier 1,18-24,True,2025-10-11,False,,False,Browser,0.495
U101267,2025-10-21,organic,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.359
U101268,2025-09-21,influencer,Web,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.296
U101269,2025-10-09,app_store,Web,Tier 3,35-44,True,2025-10-13,True,2025-10-17,True,Creator,0.667
U101270,2025-10-12,organic,Android,Metro,35-44,True,2025-10-15,False,,False,Browser,0.143
U101271,2025-09-19,influencer,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.344
U101272,2025-09-21,app_store,iOS,Metro,35-44,True,2025-09-21,False,,False,Browser,0.389
U101273,2025-09-28,organic,Android,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.536
U101274,2025-10-31,referral,Android,Tier 1,45+,False,,False,,False,Dropped (no onboarding),0.614
U101275,2025-11-01,social_ads,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.259
U101276,2025-11-01,referral,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.369
U101277,2025-10-30,referral,iOS,Tier 2,45+,False,,False,,False,Dropped (no onboarding),0.329
U101278,2025-09-25,referral,Android,Tier 3,25-34,True,2025-10-05,True,2025-10-10,True,Creator,0.664
U101279,2025-11-14,influencer,iOS,Tier 3,25-34,True,2025-11-26,False,,False,Browser,0.264
U101280,2025-09-03,app_store,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.587
U101281,2025-10-27,influencer,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.184
U101282,2025-10-11,organic,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.154
U101283,2025-09-11,influencer,Android,Metro,18-24,True,2025-09-17,False,,False,Browser,0.222
U101284,2025-09-30,referral,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.576
U101285,2025-10-11,social_ads,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.264
U101286,2025-09-13,social_ads,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.151
U101287,2025-10-04,influencer,iOS,Tier 1,18-24,True,2025-10-12,False,,False,Browser,0.276
U101288,2025-09-17,organic,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.249
U101289,2025-10-20,social_ads,Android,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.388
U101290,2025-10-21,referral,Web,Metro,18-24,True,2025-11-03,True,2025-11-04,False,Voter,0.399
U101291,2025-09-08,organic,Android,Tier 1,35-44,False,,False,,False,Dropped (no onboarding),0.525
U101292,2025-10-10,social_ads,iOS,Metro,25-34,True,2025-10-22,False,,True,Browser,0.5
U101293,2025-10-18,referral,Android,Metro,18-24,True,2025-10-22,False,,False,Browser,0.266
U101294,2025-09-04,referral,Android,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.032
U101295,2025-10-19,influencer,iOS,Metro,25-34,True,2025-11-02,True,2025-11-03,False,Voter,0.306
U101296,2025-11-01,influencer,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.491
U101297,2025-11-09,influencer,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.337
U101298,2025-10-16,referral,iOS,Metro,18-24,True,2025-10-19,True,2025-10-25,True,Voter,0.245
U101299,2025-09-15,app_store,iOS,Tier 1,18-24,True,2025-09-20,True,2025-09-23,True,Voter,0.358
U101300,2025-10-13,organic,iOS,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.534
U101301,2025-10-15,social_ads,Android,Tier 2,25-34,True,2025-10-26,True,2025-10-27,False,Voter,0.525
U101302,2025-10-23,organic,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.531
U101303,2025-11-11,referral,iOS,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.407
U101304,2025-10-09,influencer,iOS,Tier 3,25-34,True,2025-10-23,False,,False,Browser,0.272
U101305,2025-10-14,referral,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.575
U101306,2025-10-07,app_store,Android,Tier 2,25-34,True,2025-10-09,False,,False,Browser,0.441
U101307,2025-10-05,organic,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.632
U101308,2025-10-17,influencer,Android,Tier 2,25-34,True,2025-10-26,True,2025-10-26,False,Creator,0.626
U101309,2025-09-19,referral,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.36
U101310,2025-10-30,influencer,iOS,Tier 2,18-24,True,2025-11-05,False,,False,Browser,0.567
U101311,2025-10-16,referral,iOS,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.121
U101312,2025-10-12,organic,Web,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.167
U101313,2025-09-16,referral,iOS,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.574
U101314,2025-09-13,social_ads,Android,Metro,25-34,True,2025-09-21,False,,False,Browser,0.504
U101315,2025-10-29,app_store,iOS,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.201
U101316,2025-11-12,referral,iOS,Tier 2,18-24,True,2025-11-21,False,,True,Browser,0.177
U101317,2025-10-16,referral,iOS,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.092
U101318,2025-11-20,referral,Android,Tier 1,18-24,True,2025-11-30,True,2025-11-30,False,Creator,0.786
U101319,2025-10-31,organic,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.489
U101320,2025-09-16,influencer,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.186
U101321,2025-10-10,organic,Android,Tier 2,25-34,True,2025-10-10,True,2025-10-11,True,Voter,0.45
U101322,2025-09-28,social_ads,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.213
U101323,2025-10-16,social_ads,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.094
U101324,2025-10-09,referral,Web,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.371
U101325,2025-10-28,referral,Android,Metro,35-44,True,2025-11-06,False,,False,Browser,0.99
U101326,2025-10-26,referral,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.606
U101327,2025-09-22,referral,iOS,Metro,35-44,True,2025-09-25,False,,False,Browser,0.547
U101328,2025-10-08,influencer,iOS,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.194
U101329,2025-10-15,referral,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.345
U101330,2025-10-13,referral,Android,Tier 3,25-34,True,2025-10-27,True,2025-10-29,True,Creator,0.774
U101331,2025-10-30,referral,Android,Metro,35-44,True,2025-11-01,True,2025-11-03,False,Voter,0.472
U101332,2025-09-16,app_store,iOS,Tier 2,18-24,True,2025-09-28,False,,False,Browser,0.186
U101333,2025-09-19,referral,iOS,Tier 1,25-34,True,2025-09-25,True,2025-09-30,True,Creator,0.69
U101334,2025-09-20,social_ads,Android,Metro,18-24,True,2025-10-01,True,2025-10-06,True,Voter,0.513
U101335,2025-10-30,organic,Web,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.148
U101336,2025-10-29,organic,iOS,Tier 3,45+,True,2025-11-09,False,,False,Browser,0.296
U101337,2025-09-21,influencer,iOS,Tier 3,25-34,True,2025-10-03,False,,False,Browser,0.706
U101338,2025-10-06,influencer,Android,Metro,18-24,True,2025-10-16,False,,False,Browser,0.318
U101339,2025-09-08,influencer,Web,Tier 1,18-24,True,2025-09-12,True,2025-09-17,True,Creator,0.722
U101340,2025-09-11,influencer,Android,Metro,25-34,True,2025-09-23,False,,False,Browser,0.711
U101341,2025-09-19,organic,Android,Tier 1,35-44,False,,False,,False,Dropped (no onboarding),0.4
U101342,2025-10-30,organic,Android,Metro,35-44,True,2025-10-31,True,2025-11-03,False,Voter,0.397
U101343,2025-10-20,referral,Android,Tier 3,18-24,True,2025-10-31,False,,False,Browser,0.093
U101344,2025-09-21,app_store,Android,Tier 2,18-24,True,2025-09-24,False,,False,Browser,0.273
U101345,2025-09-24,app_store,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.178
U101346,2025-09-14,app_store,Android,Tier 3,25-34,True,2025-09-15,False,,True,Browser,0.321
U101347,2025-09-21,social_ads,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.447
U101348,2025-09-27,influencer,iOS,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.229
U101349,2025-10-13,social_ads,iOS,Tier 2,25-34,True,2025-10-13,False,,False,Browser,0.133
U101350,2025-10-03,influencer,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.409
U101351,2025-09-04,influencer,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.367
U101352,2025-09-15,app_store,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.311
U101353,2025-10-31,referral,iOS,Metro,25-34,True,2025-11-07,True,2025-11-12,False,Creator,0.69
U101354,2025-10-10,referral,iOS,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.257
U101355,2025-09-30,influencer,Android,Tier 2,45+,False,,False,,False,Dropped (no onboarding),0.499
U101356,2025-10-15,referral,Web,Metro,18-24,True,2025-10-20,False,,False,Browser,0.42
U101357,2025-09-25,organic,iOS,Tier 1,45+,False,,False,,False,Dropped (no onboarding),0.401
U101358,2025-10-28,social_ads,iOS,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.643
U101359,2025-10-12,influencer,iOS,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.496
U101360,2025-09-26,referral,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.319
U101361,2025-11-17,referral,Web,Tier 2,18-24,True,2025-11-27,True,2025-12-01,True,Voter,0.368
U101362,2025-10-05,social_ads,Web,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.34
U101363,2025-10-31,social_ads,iOS,Tier 2,18-24,True,2025-11-13,False,,False,Browser,0.174
U101364,2025-10-28,app_store,Web,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.541
U101365,2025-09-15,referral,Web,Metro,35-44,True,2025-09-22,True,2025-09-27,False,Voter,0.56
U101366,2025-09-25,organic,iOS,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.291
U101367,2025-11-11,organic,Android,Tier 1,35-44,True,2025-11-18,True,2025-11-18,False,Voter,0.238
U101368,2025-09-28,social_ads,Android,Metro,25-34,True,2025-10-05,True,2025-10-12,False,Voter,0.375
U101369,2025-10-11,influencer,iOS,Metro,45+,False,,False,,False,Dropped (no onboarding),0.279
U101370,2025-09-23,social_ads,iOS,Metro,18-24,True,2025-09-29,True,2025-10-05,False,Voter,0.426
U101371,2025-10-19,organic,Android,Tier 1,45+,True,2025-10-24,False,,False,Browser,0.18
U101372,2025-09-23,social_ads,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.518
U101373,2025-10-30,influencer,Web,Metro,25-34,True,2025-11-01,False,,True,Browser,0.324
U101374,2025-10-15,organic,Android,Tier 1,25-34,True,2025-10-15,False,,True,Browser,0.685
U101375,2025-10-19,influencer,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.294
U101376,2025-10-29,influencer,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.404
U101377,2025-10-11,social_ads,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.139
U101378,2025-09-30,influencer,Android,Tier 2,35-44,True,2025-10-05,False,,True,Browser,0.326
U101379,2025-09-12,social_ads,iOS,Tier 2,35-44,True,2025-09-19,False,,False,Browser,0.364
U101380,2025-10-29,organic,Web,Metro,18-24,True,2025-11-10,False,,False,Browser,0.433
U101381,2025-10-31,organic,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.613
U101382,2025-11-16,organic,Android,Tier 2,25-34,True,2025-11-29,False,,False,Browser,0.122
U101383,2025-10-20,referral,Android,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.659
U101384,2025-09-17,social_ads,iOS,Tier 2,18-24,True,2025-09-28,True,2025-10-05,False,Voter,0.444
U101385,2025-11-08,referral,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.125
U101386,2025-09-28,organic,Android,Metro,25-34,True,2025-10-02,True,2025-10-03,True,Creator,0.767
U101387,2025-09-26,organic,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.399
U101388,2025-10-19,app_store,Web,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.329
U101389,2025-09-22,social_ads,Android,Tier 1,18-24,True,2025-09-30,True,2025-10-02,True,Voter,0.596
U101390,2025-10-20,social_ads,iOS,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.062
U101391,2025-09-29,organic,iOS,Metro,18-24,True,2025-10-01,True,2025-10-07,False,Voter,0.556
U101392,2025-11-03,influencer,Android,Tier 1,25-34,True,2025-11-14,True,2025-11-21,False,Voter,0.117
U101393,2025-10-22,organic,iOS,Tier 3,35-44,False,,False,,False,Dropped (no onboarding),0.424
U101394,2025-09-13,social_ads,Android,Metro,18-24,True,2025-09-18,False,,False,Browser,0.397
U101395,2025-10-27,referral,Android,Metro,18-24,True,2025-11-07,True,2025-11-13,True,Voter,0.261
U101396,2025-10-01,social_ads,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.139
U101397,2025-11-20,social_ads,Android,Metro,45+,False,,False,,False,Dropped (no onboarding),0.23
U101398,2025-09-30,app_store,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.466
U101399,2025-10-21,social_ads,iOS,Tier 1,35-44,True,2025-10-29,False,,False,Browser,0.53
U101400,2025-10-03,organic,iOS,Tier 1,35-44,True,2025-10-11,True,2025-10-14,False,Voter,0.166
U101401,2025-09-30,organic,iOS,Metro,45+,False,,False,,False,Dropped (no onboarding),0.169
U101402,2025-10-03,organic,Android,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.373
U101403,2025-11-06,referral,Web,Metro,18-24,True,2025-11-08,False,,False,Browser,0.211
U101404,2025-10-01,app_store,iOS,Tier 1,25-34,True,2025-10-10,True,2025-10-10,True,Voter,0.159
U101405,2025-09-20,influencer,Android,Metro,45+,False,,False,,False,Dropped (no onboarding),0.102
U101406,2025-10-24,social_ads,iOS,Tier 2,25-34,True,2025-11-06,True,2025-11-08,True,Voter,0.466
U101407,2025-09-26,social_ads,iOS,Tier 2,35-44,True,2025-10-09,False,,False,Browser,0.589
U101408,2025-11-02,referral,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.312
U101409,2025-10-21,referral,Android,Tier 1,25-34,True,2025-10-21,True,2025-10-28,True,Creator,0.735
U101410,2025-10-17,organic,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.297
U101411,2025-10-23,referral,Web,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.551
U101412,2025-11-07,app_store,iOS,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.375
U101413,2025-10-15,app_store,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.294
U101414,2025-09-29,app_store,Web,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.214
U101415,2025-11-04,influencer,Android,Metro,45+,True,2025-11-13,False,,False,Browser,0.338
U101416,2025-10-22,social_ads,Web,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.143
U101417,2025-10-16,app_store,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.096
U101418,2025-09-10,social_ads,iOS,Tier 1,35-44,True,2025-09-16,False,,False,Browser,0.277
U101419,2025-10-22,social_ads,Android,Tier 2,18-24,True,2025-10-24,True,2025-10-28,False,Voter,0.436
U101420,2025-10-05,app_store,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.397
U101421,2025-09-04,referral,Android,Tier 2,45+,False,,False,,False,Dropped (no onboarding),0.292
U101422,2025-09-02,social_ads,Android,Metro,45+,False,,False,,False,Dropped (no onboarding),0.472
U101423,2025-09-24,organic,Android,Tier 3,25-34,True,2025-09-25,True,2025-09-30,True,Creator,0.676
U101424,2025-09-04,organic,Android,Tier 2,25-34,True,2025-09-11,True,2025-09-18,True,Voter,0.427
U101425,2025-10-09,influencer,iOS,Tier 1,18-24,True,2025-10-18,False,,False,Browser,0.29
U101426,2025-09-10,organic,Web,Metro,25-34,True,2025-09-22,False,,False,Browser,0.482
U101427,2025-09-29,referral,Android,Tier 1,18-24,True,2025-09-30,False,,False,Browser,0.196
U101428,2025-10-03,referral,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.754
U101429,2025-09-17,social_ads,iOS,Metro,35-44,True,2025-10-01,True,2025-10-03,True,Voter,0.176
U101430,2025-09-30,app_store,iOS,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.18
U101431,2025-09-29,social_ads,iOS,Tier 2,25-34,True,2025-10-03,True,2025-10-04,True,Voter,0.325
U101432,2025-10-28,social_ads,Web,Tier 3,25-34,True,2025-11-04,False,,False,Browser,0.338
U101433,2025-11-09,organic,Android,Metro,18-24,True,2025-11-11,True,2025-11-17,True,Voter,0.393
U101434,2025-11-02,social_ads,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.358
U101435,2025-09-15,influencer,Web,Metro,18-24,True,2025-09-29,True,2025-10-02,True,Voter,0.551
U101436,2025-10-29,organic,iOS,Metro,18-24,True,2025-11-05,True,2025-11-12,False,Voter,0.267
U101437,2025-11-02,social_ads,Android,Metro,25-34,True,2025-11-11,True,2025-11-15,False,Voter,0.251
U101438,2025-09-06,social_ads,Web,Metro,25-34,True,2025-09-16,False,,False,Browser,0.185
U101439,2025-09-28,referral,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.186
U101440,2025-10-25,social_ads,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.412
U101441,2025-09-26,referral,Android,Metro,25-34,True,2025-10-07,True,2025-10-13,False,Creator,0.656
U101442,2025-10-28,social_ads,iOS,Tier 1,25-34,True,2025-11-01,False,,False,Browser,0.661
