user_id,waitlist_signup_date,acquisition_channel,device,region,age_group,onboarding_completed,onboarding_date,first_opinion_posted,first_post_date,active_week_1,user_segment,engagement_propensity,predicted_retention_prob,cluster_label
U101475,2025-10-02,referral,Web,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.416,,Did not activate
U101476,2025-10-07,social_ads,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.098,,Did not activate
U101477,2025-09-07,referral,Android,Tier 1,45+,False,,False,,False,Dropped (no onboarding),0.461,,Did not activate
U101478,2025-10-15,app_store,Android,Tier 2,18-24,True,2025-10-23,False,,False,Browser,0.2,0.356,Low-touch browsers
U101479,2025-09-14,organic,Android,Tier 1,18-24,True,2025-09-28,False,,False,Browser,0.454,0.391,Low-touch browsers
U101480,2025-11-14,influencer,iOS,Tier 1,18-24,True,2025-11-19,False,,False,Browser,0.275,0.319,Low-touch browsers
U101481,2025-10-03,social_ads,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.096,,Did not activate
U101482,2025-09-18,social_ads,iOS,Metro,45+,True,2025-09-25,True,2025-09-26,True,Voter,0.07,0.461,Casual dippers
U101483,2025-10-08,organic,Android,Tier 1,25-34,True,2025-10-21,False,,False,Browser,0.402,0.357,Low-touch browsers
U101484,2025-09-25,social_ads,Web,Tier 2,25-34,True,2025-10-03,True,2025-10-04,False,Creator,0.657,0.922,Active voters
U101485,2025-09-02,organic,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.201,,Did not activate
U101486,2025-10-07,social_ads,Web,Tier 2,45+,True,2025-10-17,False,,False,Browser,0.141,0.38,Low-touch browsers
U101487,2025-09-16,referral,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.534,,Did not activate
U101488,2025-10-07,influencer,Web,Tier 1,45+,True,2025-10-16,True,2025-10-18,True,Creator,0.667,0.337,Power creators
U101489,2025-11-08,app_store,iOS,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.39,,Did not activate
U101490,2025-11-05,social_ads,Android,Tier 2,45+,False,,False,,False,Dropped (no onboarding),0.161,,Did not activate
U101491,2025-11-04,social_ads,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.115,,Did not activate
U101492,2025-10-09,organic,Android,Tier 2,35-44,True,2025-10-09,True,2025-10-09,True,Creator,0.738,0.474,Power creators
U101493,2025-10-07,social_ads,Android,Metro,18-24,True,2025-10-13,False,,False,Browser,0.636,0.409,Casual dippers
U101494,2025-09-12,organic,Android,Tier 2,25-34,True,2025-09-26,True,2025-10-03,False,Voter,0.524,0.514,Active voters
U101495,2025-10-17,organic,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.032,,Did not activate
U101496,2025-11-04,referral,iOS,Metro,25-34,True,2025-11-07,True,2025-11-12,True,Voter,0.617,0.82,Active voters
U101497,2025-10-15,organic,Android,Metro,25-34,True,2025-10-15,True,2025-10-17,False,Voter,0.547,0.85,Active voters
U101498,2025-11-21,referral,iOS,Tier 3,18-24,True,2025-11-27,False,,False,Browser,0.164,0.462,Low-touch browsers
U101499,2025-10-08,app_store,Android,Metro,35-44,True,2025-10-22,False,,False,Browser,0.282,0.37,Low-touch browsers
U101500,2025-11-03,referral,Android,Tier 3,25-34,True,2025-11-09,True,2025-11-16,False,Voter,0.505,0.643,Active voters
U101501,2025-09-27,influencer,Android,Metro,18-24,True,2025-10-09,True,2025-10-16,True,Voter,0.478,0.536,Power creators
U101502,2025-09-30,referral,Android,Tier 1,25-34,True,2025-10-08,False,,False,Browser,0.397,0.398,Low-touch browsers
U101503,2025-09-25,app_store,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.541,,Did not activate
U101504,2025-09-19,organic,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.058,,Did not activate
U101505,2025-11-07,organic,Android,Tier 1,18-24,True,2025-11-13,True,2025-11-14,True,Creator,0.932,0.86,Power creators
U101506,2025-09-10,app_store,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.38,,Did not activate
U101507,2025-09-16,social_ads,iOS,Tier 1,35-44,False,,False,,False,Dropped (no onboarding),0.232,,Did not activate
U101508,2025-11-16,social_ads,iOS,Tier 2,18-24,True,2025-11-25,True,2025-11-29,True,Voter,0.433,0.573,Power creators
U101509,2025-11-02,organic,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.666,,Did not activate
U101510,2025-09-27,social_ads,iOS,Tier 1,25-34,True,2025-10-09,False,,False,Browser,0.289,0.405,Low-touch browsers
U101511,2025-10-17,app_store,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.399,,Did not activate
U101512,2025-10-01,social_ads,Web,Metro,35-44,True,2025-10-01,False,,False,Browser,0.124,0.312,Low-touch browsers
U101513,2025-10-29,referral,Android,Metro,35-44,True,2025-11-12,True,2025-11-17,False,Creator,0.66,0.848,Power creators
U101514,2025-09-22,referral,Android,Metro,35-44,True,2025-09-30,True,2025-10-01,False,Voter,0.617,0.449,Active voters
U101515,2025-09-17,referral,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.739,,Did not activate
U101516,2025-09-29,social_ads,Android,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.568,,Did not activate
U101517,2025-11-08,referral,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.371,,Did not activate
U101518,2025-09-11,referral,iOS,Metro,18-24,True,2025-09-12,True,2025-09-18,True,Creator,0.776,0.398,Power creators
U101519,2025-10-28,influencer,Android,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.526,,Did not activate
U101520,2025-10-03,social_ads,Android,Tier 1,18-24,True,2025-10-03,True,2025-10-04,True,Creator,0.748,0.416,Power creators
U101521,2025-09-23,influencer,iOS,Tier 1,25-34,True,2025-10-04,True,2025-10-06,False,Voter,0.438,0.424,Active voters
U101522,2025-11-07,app_store,iOS,Tier 2,18-24,True,2025-11-18,False,,True,Browser,0.351,0.372,Casual dippers
U101523,2025-09-16,referral,Web,Tier 1,18-24,True,2025-09-16,True,2025-09-20,True,Creator,0.727,0.94,Active voters
U101524,2025-10-23,social_ads,Android,Tier 1,18-24,True,2025-11-04,False,,False,Browser,0.569,0.423,Casual dippers
U101525,2025-11-09,referral,iOS,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.116,,Did not activate
U101526,2025-10-15,organic,iOS,Tier 1,18-24,True,2025-10-15,True,2025-10-17,True,Voter,0.547,0.925,Power creators
U101527,2025-11-22,influencer,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.334,,Did not activate
U101528,2025-09-15,organic,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.507,,Did not activate
U101529,2025-09-19,app_store,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.52,,Did not activate
U101530,2025-10-20,app_store,Android,Tier 3,35-44,False,,False,,False,Dropped (no onboarding),0.156,,Did not activate
U101531,2025-11-02,referral,iOS,Tier 3,45+,True,2025-11-03,True,2025-11-03,True,Creator,0.796,0.88,Power creators
U101532,2025-11-13,referral,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.493,,Did not activate
U101533,2025-11-14,referral,Android,Metro,18-24,True,2025-11-18,True,2025-11-24,False,Voter,0.458,0.65,Casual dippers
U101534,2025-10-21,referral,Android,Tier 2,35-44,True,2025-11-03,False,,False,Browser,0.222,0.423,Casual dippers
U101535,2025-11-05,social_ads,Web,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.321,,Did not activate
U101536,2025-09-09,app_store,Android,Tier 1,18-24,True,2025-09-18,True,2025-09-23,True,Creator,0.666,0.393,Power creators
U101537,2025-09-18,referral,Android,Tier 2,45+,True,2025-09-21,False,,False,Browser,0.408,0.393,Low-touch browsers
U101538,2025-09-11,referral,Web,Tier 1,35-44,True,2025-09-20,False,,False,Browser,0.816,0.364,Low-touch browsers
U101539,2025-10-11,social_ads,Android,Tier 1,35-44,True,2025-10-15,False,,False,Browser,0.325,0.358,Low-touch browsers
U101540,2025-10-15,social_ads,iOS,Tier 2,18-24,True,2025-10-21,True,2025-10-22,False,Voter,0.122,0.738,Casual dippers
U101541,2025-09-15,social_ads,iOS,Tier 3,25-34,True,2025-09-17,False,,False,Browser,0.447,0.442,Low-touch browsers
U101542,2025-10-21,referral,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.444,,Did not activate
U101543,2025-10-02,influencer,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.166,,Did not activate
U101544,2025-10-07,referral,Web,Tier 2,18-24,True,2025-10-13,False,,False,Browser,0.101,0.448,Low-touch browsers
U101545,2025-10-18,social_ads,Android,Metro,18-24,True,2025-10-24,False,,False,Browser,0.115,0.377,Low-touch browsers
U101546,2025-10-09,organic,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.366,,Did not activate
U101547,2025-10-07,app_store,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.372,,Did not activate
U101548,2025-09-09,referral,iOS,Metro,25-34,True,2025-09-10,True,2025-09-11,True,Voter,0.478,0.558,Power creators
U101549,2025-09-13,social_ads,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.13,,Did not activate
U101550,2025-09-08,organic,Android,Tier 3,45+,False,,False,,False,Dropped (no onboarding),0.458,,Did not activate
U101551,2025-09-20,social_ads,Android,Tier 2,45+,True,2025-09-23,False,,True,Browser,0.08,0.389,Casual dippers
U101552,2025-11-02,referral,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.265,,Did not activate
U101553,2025-09-22,social_ads,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.411,,Did not activate
U101554,2025-09-30,referral,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.57,,Did not activate
U101555,2025-10-16,app_store,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.105,,Did not activate
U101556,2025-10-06,social_ads,iOS,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.351,,Did not activate
U101557,2025-09-25,organic,iOS,Tier 1,45+,True,2025-09-26,True,2025-09-30,True,Voter,0.268,0.93,Active voters
U101558,2025-10-15,organic,iOS,Tier 2,18-24,True,2025-10-26,True,2025-10-27,False,Voter,0.222,0.746,Casual dippers
U101559,2025-10-14,organic,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.196,,Did not activate
U101560,2025-10-26,organic,Android,Tier 2,18-24,True,2025-10-30,True,2025-11-01,False,Voter,0.464,0.684,Active voters
U101561,2025-09-25,app_store,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.311,,Did not activate
U101562,2025-10-04,referral,iOS,Tier 1,25-34,True,2025-10-13,True,2025-10-18,False,Voter,0.49,0.788,Active voters
U101563,2025-10-02,referral,iOS,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.483,,Did not activate
U101564,2025-09-20,organic,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.507,,Did not activate
U101565,2025-09-05,organic,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.345,,Did not activate
U101566,2025-09-18,referral,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.449,,Did not activate
U101567,2025-10-23,app_store,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.468,,Did not activate
U101568,2025-09-11,referral,Android,Metro,35-44,True,2025-09-23,True,2025-09-25,False,Voter,0.474,0.619,Active voters
U101569,2025-10-14,social_ads,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.482,,Did not activate
U101570,2025-10-04,app_store,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.313,,Did not activate
U101571,2025-11-03,organic,Android,Metro,25-34,True,2025-11-05,True,2025-11-10,True,Voter,0.401,0.32,Active voters
U101572,2025-09-27,social_ads,Web,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.023,,Did not activate
U101573,2025-09-24,app_store,Android,Metro,25-34,True,2025-09-27,False,,False,Browser,0.194,0.285,Low-touch browsers
U101574,2025-09-15,influencer,Android,Tier 1,45+,True,2025-09-15,False,,False,Browser,0.19,0.272,Low-touch browsers
U101575,2025-10-12,organic,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.483,,Did not activate
U101576,2025-10-17,app_store,Android,Tier 2,18-24,True,2025-10-17,False,,False,Browser,0.427,0.356,Low-touch browsers
U101577,2025-10-05,referral,Android,Tier 3,18-24,True,2025-10-13,False,,False,Browser,0.65,0.471,Low-touch browsers
U101578,2025-10-13,influencer,Android,Metro,25-34,True,2025-10-15,False,,False,Browser,0.49,0.274,Casual dippers
U101579,2025-10-18,referral,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.426,,Did not activate
U101580,2025-10-05,influencer,Android,Metro,18-24,True,2025-10-06,False,,False,Browser,0.429,0.281,Casual dippers
U101581,2025-10-07,app_store,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.346,,Did not activate
U101582,2025-10-20,referral,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.231,,Did not activate
U101583,2025-10-09,organic,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.114,,Did not activate
U101584,2025-11-22,social_ads,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.337,,Did not activate
U101585,2025-11-09,organic,iOS,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.668,,Did not activate
U101586,2025-10-11,referral,Android,Metro,18-24,True,2025-10-18,True,2025-10-19,False,Voter,0.543,0.677,Active voters
U101587,2025-09-09,organic,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.438,,Did not activate
U101588,2025-10-12,social_ads,Android,Tier 2,18-24,True,2025-10-26,True,2025-11-01,True,Creator,0.667,0.604,Power creators
U101589,2025-10-26,app_store,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.426,,Did not activate
U101590,2025-09-15,influencer,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.335,,Did not activate
U101591,2025-10-16,social_ads,iOS,Tier 1,18-24,True,2025-10-25,False,,True,Browser,0.534,0.446,Low-touch browsers
U101592,2025-10-04,app_store,Android,Metro,18-24,True,2025-10-17,True,2025-10-19,True,Voter,0.303,0.585,Active voters
U101593,2025-11-24,social_ads,Web,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.19,,Did not activate
U101594,2025-09-24,app_store,Android,Tier 2,35-44,True,2025-10-05,False,,False,Browser,0.309,0.313,Low-touch browsers
U101595,2025-11-10,social_ads,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.18,,Did not activate
U101596,2025-09-28,app_store,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.487,,Did not activate
U101597,2025-10-11,organic,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.122,,Did not activate
U101598,2025-10-01,referral,iOS,Tier 1,35-44,True,2025-10-07,True,2025-10-09,False,Voter,0.531,0.971,Active voters
U101599,2025-09-19,referral,Web,Tier 3,18-24,True,2025-10-02,True,2025-10-06,True,Voter,0.563,0.846,Active voters
U101600,2025-09-19,influencer,iOS,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.487,,Did not activate
U101601,2025-10-01,social_ads,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.546,,Did not activate
U101602,2025-10-16,app_store,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.474,,Did not activate
U101603,2025-11-01,social_ads,Android,Tier 2,18-24,True,2025-11-02,True,2025-11-05,True,Voter,0.127,0.734,Casual dippers
U101604,2025-09-29,app_store,iOS,Metro,18-24,True,2025-10-02,True,2025-10-04,True,Creator,0.64,0.431,Power creators
U101605,2025-11-02,social_ads,Android,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.276,,Did not activate
U101606,2025-11-12,app_store,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.631,,Did not activate
U101607,2025-10-15,organic,Android,Metro,18-24,True,2025-10-23,False,,False,Browser,0.415,0.364,Low-touch browsers
U101608,2025-10-08,influencer,Web,Metro,35-44,True,2025-10-16,True,2025-10-16,True,Creator,0.794,0.287,Power creators
U101609,2025-10-20,organic,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.467,,Did not activate
U101610,2025-09-13,referral,Android,Tier 3,18-24,True,2025-09-24,False,,False,Browser,0.372,0.477,Low-touch browsers
U101611,2025-09-15,organic,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.163,,Did not activate
U101612,2025-09-30,organic,Android,Tier 2,18-24,True,2025-10-02,False,,False,Browser,0.138,0.402,Low-touch browsers
U101613,2025-09-25,referral,Android,Tier 3,35-44,False,,False,,False,Dropped (no onboarding),0.747,,Did not activate
U101614,2025-10-20,referral,iOS,Tier 2,18-24,True,2025-10-31,False,,True,Browser,0.493,0.455,Low-touch browsers
U101615,2025-10-04,social_ads,Android,Tier 1,18-24,True,2025-10-14,False,,False,Browser,0.274,0.416,Casual dippers
U101616,2025-11-17,organic,Android,Tier 1,35-44,True,2025-11-30,True,2025-12-04,True,Voter,0.255,0.316,Active voters
U101617,2025-09-12,social_ads,Android,Tier 2,35-44,True,2025-09-15,False,,False,Browser,0.68,0.393,Low-touch browsers
U101618,2025-10-10,referral,Android,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.58,,Did not activate
U101619,2025-09-28,social_ads,iOS,Tier 2,18-24,True,2025-10-10,False,,False,Browser,0.534,0.458,Low-touch browsers
U101620,2025-11-01,social_ads,Android,Tier 1,25-34,True,2025-11-06,False,,False,Browser,0.133,0.407,Low-touch browsers
U101621,2025-11-17,social_ads,iOS,Tier 2,45+,False,,False,,False,Dropped (no onboarding),0.152,,Did not activate
U101622,2025-09-17,influencer,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.084,,Did not activate
U101623,2025-09-06,app_store,Android,Tier 1,45+,True,2025-09-18,True,2025-09-23,True,Voter,0.569,0.497,Power creators
U101624,2025-09-29,organic,Android,Metro,25-34,True,2025-10-06,True,2025-10-06,True,Creator,0.636,0.681,Power creators
U101625,2025-10-11,influencer,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.493,,Did not activate
U101626,2025-09-17,app_store,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.256,,Did not activate
U101627,2025-09-28,referral,Android,Tier 2,45+,True,2025-10-06,True,2025-10-12,True,Creator,0.66,0.663,Power creators
U101628,2025-09-28,referral,iOS,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.185,,Did not activate
U101629,2025-11-01,social_ads,Android,Tier 3,35-44,False,,False,,False,Dropped (no onboarding),0.298,,Did not activate
U101630,2025-09-11,referral,Android,Metro,45+,False,,False,,False,Dropped (no onboarding),0.614,,Did not activate
U101631,2025-09-21,app_store,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.545,,Did not activate
U101632,2025-10-07,referral,Android,Tier 1,25-34,True,2025-10-15,True,2025-10-17,True,Voter,0.289,0.678,Active voters
U101633,2025-10-12,organic,Android,Metro,25-34,True,2025-10-19,False,,False,Browser,0.121,0.338,Low-touch browsers
U101634,2025-11-02,organic,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.448,,Did not activate
U101635,2025-10-03,influencer,iOS,Metro,25-34,True,2025-10-13,True,2025-10-16,False,Voter,0.424,0.272,Active voters
U101636,2025-09-28,social_ads,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.288,,Did not activate
U101637,2025-09-11,social_ads,Android,Metro,25-34,True,2025-09-20,False,,False,Browser,0.155,0.368,Low-touch browsers
U101638,2025-10-08,organic,Android,Tier 1,35-44,True,2025-10-14,True,2025-10-16,True,Voter,0.298,0.322,Active voters
U101639,2025-09-26,organic,iOS,Metro,18-24,True,2025-09-27,False,,False,Browser,0.354,0.356,Casual dippers
U101640,2025-09-17,social_ads,Android,Metro,25-34,True,2025-09-30,True,2025-10-03,False,Voter,0.363,0.472,Casual dippers
U101641,2025-09-24,referral,iOS,Metro,25-34,True,2025-09-24,True,2025-09-26,True,Creator,0.76,0.993,Active voters
U101642,2025-09-18,referral,iOS,Metro,35-44,True,2025-10-02,False,,False,Browser,0.492,0.358,Casual dippers
U101643,2025-09-18,influencer,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.081,,Did not activate
U101644,2025-09-22,social_ads,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.455,,Did not activate
U101645,2025-09-27,organic,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.446,,Did not activate
U101646,2025-09-21,referral,Android,Tier 3,25-34,True,2025-09-28,False,,False,Browser,0.117,0.435,Low-touch browsers
U101647,2025-10-27,social_ads,Android,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.325,,Did not activate
U101648,2025-10-08,social_ads,Android,Tier 3,25-34,True,2025-10-19,True,2025-10-23,True,Voter,0.178,0.635,Active voters
U101649,2025-09-12,app_store,Android,Tier 2,25-34,True,2025-09-12,True,2025-09-18,True,Voter,0.457,0.409,Power creators
U101650,2025-09-16,app_store,Android,Tier 2,18-24,True,2025-09-30,False,,True,Browser,0.511,0.362,Casual dippers
U101651,2025-09-17,social_ads,Android,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.161,,Did not activate
U101652,2025-11-28,app_store,iOS,Metro,35-44,True,2025-12-08,False,,False,Browser,0.683,0.248,Low-touch browsers
U101653,2025-09-29,social_ads,Web,Tier 1,25-34,True,2025-10-02,True,2025-10-04,False,Voter,0.332,0.526,Active voters
U101654,2025-10-07,influencer,Web,Tier 1,18-24,True,2025-10-21,True,2025-10-26,False,Voter,0.336,0.427,Casual dippers
U101655,2025-09-05,organic,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.138,,Did not activate
U101656,2025-09-27,social_ads,Android,Metro,25-34,True,2025-09-29,False,,False,Browser,0.196,0.368,Low-touch browsers
U101657,2025-11-11,app_store,Web,Metro,25-34,True,2025-11-16,False,,False,Browser,0.239,0.272,Low-touch browsers
U101658,2025-09-22,organic,iOS,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.008,,Did not activate
U101659,2025-11-03,app_store,Android,Tier 1,35-44,True,2025-11-13,False,,False,Browser,0.494,0.282,Casual dippers
U101660,2025-09-19,social_ads,iOS,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.104,,Did not activate
U101661,2025-10-06,organic,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.189,,Did not activate
U101662,2025-10-15,social_ads,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.558,,Did not activate
U101663,2025-09-23,referral,Web,Metro,25-34,True,2025-10-03,True,2025-10-03,True,Voter,0.594,0.62,Power creators
U101664,2025-10-04,app_store,Web,Metro,35-44,False,,False,,False,Dropped (no onboarding),0.041,,Did not activate
U101665,2025-10-29,social_ads,Android,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.493,,Did not activate
U101666,2025-11-07,social_ads,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.148,,Did not activate
U101667,2025-11-08,social_ads,iOS,Metro,25-34,True,2025-11-19,True,2025-11-22,False,Voter,0.449,0.63,Casual dippers
U101668,2025-09-30,app_store,iOS,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.193,,Did not activate
U101669,2025-10-28,influencer,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.233,,Did not activate
U101670,2025-09-25,app_store,Android,Metro,45+,False,,False,,False,Dropped (no onboarding),0.328,,Did not activate
U101671,2025-10-21,organic,iOS,Tier 1,18-24,True,2025-10-26,True,2025-10-31,True,Voter,0.347,0.551,Active voters
U101672,2025-09-16,influencer,Android,Tier 2,18-24,True,2025-09-30,True,2025-10-04,False,Voter,0.24,0.509,Casual dippers
U101673,2025-10-01,influencer,Web,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.482,,Did not activate
U101674,2025-11-02,influencer,iOS,Tier 2,18-24,True,2025-11-06,False,,True,Browser,0.369,0.371,Casual dippers
U101675,2025-10-13,organic,Android,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.614,,Did not activate
U101676,2025-10-22,organic,Android,Tier 2,18-24,True,2025-10-28,True,2025-11-02,True,Voter,0.564,0.597,Active voters
U101677,2025-10-07,organic,Android,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.056,,Did not activate
U101678,2025-10-12,organic,Android,Tier 2,25-34,False,,False,,False,Dropped (no onboarding),0.577,,Did not activate
U101679,2025-10-16,influencer,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.026,,Did not activate
U101680,2025-09-24,referral,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.459,,Did not activate
U101681,2025-09-07,social_ads,iOS,Metro,45+,True,2025-09-12,True,2025-09-17,True,Creator,0.662,0.59,Power creators
U101682,2025-09-19,referral,Android,Metro,45+,True,2025-09-27,True,2025-09-28,True,Creator,1.0,0.876,Power creators
U101683,2025-09-07,social_ads,Web,Tier 3,18-24,False,,False,,False,Dropped (no onboarding),0.288,,Did not activate
U101684,2025-10-12,organic,Web,Metro,18-24,True,2025-10-24,False,,False,Browser,0.275,0.343,Low-touch browsers
U101685,2025-10-31,social_ads,iOS,Metro,25-34,True,2025-11-11,False,,False,Browser,0.645,0.36,Low-touch browsers
U101686,2025-09-29,app_store,Web,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.077,,Did not activate
U101687,2025-10-03,social_ads,Android,Tier 1,35-44,False,,False,,False,Dropped (no onboarding),0.375,,Did not activate
U101688,2025-10-15,social_ads,Web,Tier 2,25-34,True,2025-10-22,False,,False,Browser,0.475,0.415,Low-touch browsers
U101689,2025-10-04,app_store,Web,Tier 1,18-24,False,,False,,False,Dropped (no onboarding),0.625,,Did not activate
U101690,2025-09-25,referral,iOS,Tier 2,18-24,False,,False,,False,Dropped (no onboarding),0.564,,Did not activate
U101691,2025-09-13,influencer,Android,Tier 1,35-44,True,2025-09-22,False,,True,Browser,0.413,0.27,Casual dippers
U101692,2025-11-17,organic,Android,Tier 3,25-34,False,,False,,False,Dropped (no onboarding),0.438,,Did not activate
U101693,2025-10-03,social_ads,Android,Tier 2,25-34,True,2025-10-13,False,,False,Browser,0.364,0.431,Low-touch browsers
U101694,2025-10-17,social_ads,iOS,Metro,25-34,False,,False,,False,Dropped (no onboarding),0.426,,Did not activate
U101695,2025-09-25,organic,Android,Tier 3,25-34,True,2025-09-28,True,2025-09-29,True,Voter,0.498,0.722,Power creators
U101696,2025-10-24,app_store,iOS,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.221,,Did not activate
U101697,2025-10-05,organic,iOS,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.156,,Did not activate
U101698,2025-11-01,app_store,Android,Metro,18-24,False,,False,,False,Dropped (no onboarding),0.542,,Did not activate
U101699,2025-10-14,app_store,Android,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.385,,Did not activate
U101700,2025-09-06,influencer,iOS,Tier 3,18-24,True,2025-09-11,False,,False,Browser,0.532,0.366,Low-touch browsers
U101701,2025-09-19,social_ads,Android,Tier 2,35-44,False,,False,,False,Dropped (no onboarding),0.373,,Did not activate
U101702,2025-10-11,organic,Web,Tier 1,25-34,False,,False,,False,Dropped (no onboarding),0.397,,Did not activate
U101703,2025-10-03,social_ads,iOS,Tier 3,18-24,True,2025-10-07,False,,False,Browser,0.211,0.452,Low-touch browsers
U101704,2025-10-29,app_store,Android,Tier 1,35-44,True,2025-11-03,True,2025-11-10,True,Voter,0.233,0.531,Active voters
